date,markets_name,total_sales
2018-12-21,"Delhi NCR",713
2018-12-21,Hyderabad,21
2018-12-21,Kanpur,55
2018-12-21,Kochi,317
2018-12-21,Lucknow,120
2018-12-21,Mumbai,730
2018-12-21,Nagpur,443
2018-12-24,Ahmedabad,51
2018-12-24,Bhopal,30
2018-12-24,Nagpur,92
2018-12-26,Ahmedabad,133
2018-12-26,Bhopal,93
2018-12-26,"Delhi NCR",8
2018-12-27,Ahmedabad,66
2018-12-27,Bhopal,61
2018-12-27,Bhubaneshwar,30
2018-12-27,"Delhi NCR",2158
2018-12-27,Hyderabad,1667
2018-12-27,Kochi,117
2018-12-27,Mumbai,12
2018-12-27,Nagpur,321
2018-12-28,Ahmedabad,205
2018-12-28,Bhopal,205
2018-12-28,"Delhi NCR",735
2018-12-28,Hyderabad,4
2018-12-28,Kanpur,23
2018-12-28,Kochi,245
2018-12-28,Mumbai,59
2018-12-28,Nagpur,632
2018-12-31,Ahmedabad,82
2018-12-31,Bhopal,3
2018-12-31,"Delhi NCR",1
2018-12-31,Hyderabad,23
2018-12-31,Kochi,133
2018-12-31,Nagpur,196
2019-01-01,Ahmedabad,2
2019-01-02,Ahmedabad,272
2019-01-02,Bhopal,166
2019-01-02,"Delhi NCR",1899
2019-01-02,Mumbai,263
2019-01-02,Nagpur,139
2019-01-03,Ahmedabad,103
2019-01-03,Bhopal,36
2019-01-03,"Delhi NCR",1342
2019-01-03,Hyderabad,81
2019-01-03,Kanpur,32
2019-01-03,Kochi,149
2019-01-03,Nagpur,127
2019-01-04,Ahmedabad,184
2019-01-04,Bhopal,328
2019-01-04,"Delhi NCR",1283
2019-01-04,Hyderabad,27
2019-01-04,Kochi,37
2019-01-04,Mumbai,208
2019-01-04,Nagpur,445
2019-01-05,Ahmedabad,4
2019-01-05,Nagpur,18
2019-01-07,Ahmedabad,272
2019-01-07,"Delhi NCR",1919
2019-01-07,Hyderabad,21
2019-01-07,Kochi,142
2019-01-07,Mumbai,1048
2019-01-07,Nagpur,539
2019-01-07,Patna,53
2019-01-08,Ahmedabad,197
2019-01-08,Bhopal,60
2019-01-08,"Delhi NCR",1510
2019-01-08,Hyderabad,34
2019-01-08,Kochi,548
2019-01-08,Mumbai,82
2019-01-08,Nagpur,389
2019-01-09,Ahmedabad,544
2019-01-09,Bhopal,46
2019-01-09,Chennai,317
2019-01-09,"Delhi NCR",1347
2019-01-09,Hyderabad,60
2019-01-09,Kanpur,15
2019-01-09,Kochi,1963
2019-01-09,Mumbai,293
2019-01-09,Nagpur,167
2019-01-10,Ahmedabad,370
2019-01-10,Bhopal,183
2019-01-10,Chennai,107
2019-01-10,"Delhi NCR",336
2019-01-10,Hyderabad,11
2019-01-10,Kanpur,10
2019-01-10,Kochi,169
2019-01-10,Mumbai,1281
2019-01-10,Nagpur,110
2019-01-11,Ahmedabad,338
2019-01-11,Bhopal,124
2019-01-11,"Delhi NCR",1862
2019-01-11,Hyderabad,31
2019-01-11,Kanpur,39
2019-01-11,Kochi,121
2019-01-11,Mumbai,322
2019-01-11,Nagpur,249
2019-01-14,Ahmedabad,178
2019-01-14,Bhopal,36
2019-01-14,Chennai,357
2019-01-14,"Delhi NCR",350
2019-01-14,Hyderabad,41
2019-01-14,Kochi,147
2019-01-14,Mumbai,374
2019-01-14,Nagpur,112
2019-01-14,Surat,343
2019-01-15,Ahmedabad,337
2019-01-15,Bhopal,153
2019-01-15,"Delhi NCR",2549
2019-01-15,Hyderabad,1
2019-01-15,Kochi,449
2019-01-15,Mumbai,319
2019-01-15,Nagpur,364
2019-01-15,Patna,5
2019-01-16,Ahmedabad,294
2019-01-16,Bhopal,88
2019-01-16,"Delhi NCR",771
2019-01-16,Hyderabad,53
2019-01-16,Kanpur,39
2019-01-16,Kochi,116
2019-01-16,Mumbai,254
2019-01-16,Nagpur,151
2019-01-17,Ahmedabad,499
2019-01-17,Bhopal,93
2019-01-17,"Delhi NCR",568
2019-01-17,Kanpur,45
2019-01-17,Kochi,204
2019-01-17,Mumbai,102
2019-01-17,Nagpur,132
2019-01-18,Ahmedabad,597
2019-01-18,Bhopal,372
2019-01-18,"Delhi NCR",2048
2019-01-18,Hyderabad,124
2019-01-18,Kanpur,29
2019-01-18,Kochi,11
2019-01-18,Mumbai,307
2019-01-18,Nagpur,307
2019-01-18,Patna,4
2019-01-19,Ahmedabad,6
2019-01-21,Ahmedabad,349
2019-01-21,Bhopal,668
2019-01-21,"Delhi NCR",1537
2019-01-21,Hyderabad,101
2019-01-21,Kochi,205
2019-01-21,Mumbai,792
2019-01-21,Nagpur,76
2019-01-22,Ahmedabad,123
2019-01-22,Bhopal,115
2019-01-22,"Delhi NCR",791
2019-01-22,Hyderabad,1
2019-01-22,Kochi,47
2019-01-22,Mumbai,62
2019-01-22,Nagpur,334
2019-01-23,Ahmedabad,131
2019-01-23,Bhopal,120
2019-01-23,"Delhi NCR",1767
2019-01-23,Hyderabad,21
2019-01-23,Kanpur,43
2019-01-23,Kochi,86
2019-01-23,Lucknow,97
2019-01-23,Mumbai,174
2019-01-23,Nagpur,289
2019-01-23,Patna,8
2019-01-24,Ahmedabad,456
2019-01-24,Bhopal,54
2019-01-24,Chennai,107
2019-01-24,"Delhi NCR",653
2019-01-24,Hyderabad,19
2019-01-24,Kanpur,77
2019-01-24,Kochi,48
2019-01-24,Mumbai,409
2019-01-24,Nagpur,191
2019-01-25,Ahmedabad,226
2019-01-25,Bhopal,93
2019-01-25,"Delhi NCR",1406
2019-01-25,Hyderabad,11
2019-01-25,Kanpur,24
2019-01-25,Kochi,102
2019-01-25,Mumbai,11032
2019-01-25,Nagpur,323
2019-01-25,Patna,108
2019-01-28,Ahmedabad,158
2019-01-28,Bhopal,88
2019-01-28,"Delhi NCR",1266
2019-01-28,Hyderabad,3
2019-01-28,Kochi,1177
2019-01-28,Mumbai,658
2019-01-28,Nagpur,279
2019-01-28,Patna,11
2019-01-28,Surat,435
2019-01-29,Ahmedabad,116
2019-01-29,Bhopal,89
2019-01-29,Bhubaneshwar,1409
2019-01-29,"Delhi NCR",1610
2019-01-29,Hyderabad,33
2019-01-29,Kochi,92
2019-01-29,Mumbai,148
2019-01-29,Nagpur,266
2019-01-30,Ahmedabad,266
2019-01-30,Bhopal,996
2019-01-30,Chennai,663
2019-01-30,"Delhi NCR",921
2019-01-30,Hyderabad,54
2019-01-30,Kanpur,17
2019-01-30,Kochi,198
2019-01-30,Mumbai,476
2019-01-30,Nagpur,227
2019-01-31,Ahmedabad,224
2019-01-31,Bhopal,20
2019-01-31,"Delhi NCR",1374
2019-01-31,Hyderabad,74
2019-01-31,Kanpur,12
2019-01-31,Kochi,880
2019-01-31,Mumbai,776
2019-01-31,Nagpur,411
2019-02-01,Ahmedabad,207
2019-02-01,Bhopal,100
2019-02-01,"Delhi NCR",896
2019-02-01,Hyderabad,3
2019-02-01,Kanpur,32
2019-02-01,Kochi,3064
2019-02-01,Mumbai,135
2019-02-01,Nagpur,356
2019-02-04,Ahmedabad,124
2019-02-04,Bhopal,48
2019-02-04,"Delhi NCR",1978
2019-02-04,Hyderabad,28
2019-02-04,Kochi,64
2019-02-04,Mumbai,298
2019-02-04,Nagpur,104
2019-02-05,Ahmedabad,157
2019-02-05,Bhopal,82
2019-02-05,"Delhi NCR",748
2019-02-05,Hyderabad,3
2019-02-05,Kochi,299
2019-02-05,Mumbai,732
2019-02-05,Nagpur,326
2019-02-06,Ahmedabad,202
2019-02-06,Bhopal,51
2019-02-06,"Delhi NCR",1383
2019-02-06,Hyderabad,21
2019-02-06,Kanpur,184
2019-02-06,Kochi,245
2019-02-06,Mumbai,137
2019-02-06,Nagpur,590
2019-02-06,Patna,2
2019-02-07,Ahmedabad,352
2019-02-07,Bhopal,136
2019-02-07,Chennai,369
2019-02-07,"Delhi NCR",301
2019-02-07,Hyderabad,13
2019-02-07,Kanpur,42
2019-02-07,Kochi,507
2019-02-07,Mumbai,598
2019-02-07,Nagpur,476
2019-02-07,Patna,7
2019-02-08,Ahmedabad,295
2019-02-08,Bhopal,213
2019-02-08,"Delhi NCR",3389
2019-02-08,Hyderabad,22
2019-02-08,Kanpur,38
2019-02-08,Kochi,735
2019-02-08,Mumbai,130
2019-02-08,Nagpur,139
2019-02-11,Ahmedabad,80
2019-02-11,Bhopal,284
2019-02-11,Chennai,23
2019-02-11,"Delhi NCR",296
2019-02-11,Hyderabad,35
2019-02-11,Kochi,155
2019-02-11,Mumbai,328
2019-02-11,Nagpur,175
2019-02-12,Ahmedabad,113
2019-02-12,Bhopal,95
2019-02-12,"Delhi NCR",1822
2019-02-12,Hyderabad,534
2019-02-12,Kochi,40
2019-02-12,Mumbai,227
2019-02-12,Nagpur,167
2019-02-12,Patna,27
2019-02-12,Surat,134
2019-02-13,Ahmedabad,369
2019-02-13,Bhopal,322
2019-02-13,"Delhi NCR",1271
2019-02-13,Hyderabad,2
2019-02-13,Kanpur,43
2019-02-13,Kochi,524
2019-02-13,Mumbai,424
2019-02-13,Nagpur,233
2019-02-14,Ahmedabad,627
2019-02-14,Bhopal,24
2019-02-14,"Delhi NCR",1031
2019-02-14,Hyderabad,6
2019-02-14,Kanpur,16
2019-02-14,Kochi,206
2019-02-14,Mumbai,148
2019-02-14,Nagpur,93
2019-02-15,Ahmedabad,203
2019-02-15,Bhopal,43
2019-02-15,Chennai,721
2019-02-15,"Delhi NCR",1289
2019-02-15,Hyderabad,9
2019-02-15,Kanpur,26
2019-02-15,Kochi,242
2019-02-15,Mumbai,479
2019-02-15,Nagpur,592
2019-02-15,Patna,102
2019-02-18,Ahmedabad,67
2019-02-18,Bhopal,283
2019-02-18,"Delhi NCR",1510
2019-02-18,Kochi,160
2019-02-18,Mumbai,908
2019-02-18,Nagpur,160
2019-02-18,Patna,20
2019-02-19,Ahmedabad,128
2019-02-19,Bhopal,1290
2019-02-19,"Delhi NCR",829
2019-02-19,Hyderabad,1
2019-02-19,Kochi,1481
2019-02-19,Mumbai,381
2019-02-19,Nagpur,391
2019-02-20,Ahmedabad,492
2019-02-20,Bhopal,123
2019-02-20,"Delhi NCR",1442
2019-02-20,Hyderabad,2
2019-02-20,Kanpur,40
2019-02-20,Kochi,11
2019-02-20,Mumbai,78
2019-02-20,Nagpur,163
2019-02-20,Patna,3
2019-02-21,Ahmedabad,549
2019-02-21,Bhopal,69
2019-02-21,"Delhi NCR",693
2019-02-21,Kochi,34
2019-02-21,Mumbai,181
2019-02-21,Nagpur,278
2019-02-21,Patna,94
2019-02-22,Ahmedabad,293
2019-02-22,Bhopal,202
2019-02-22,"Delhi NCR",723
2019-02-22,Hyderabad,49
2019-02-22,Kanpur,29
2019-02-22,Kochi,1121
2019-02-22,Mumbai,233
2019-02-22,Nagpur,246
2019-02-24,"Delhi NCR",2
2019-02-25,Ahmedabad,310
2019-02-25,Bhopal,407
2019-02-25,"Delhi NCR",2212
2019-02-25,Hyderabad,8
2019-02-25,Kochi,54
2019-02-25,Mumbai,287
2019-02-25,Nagpur,569
2019-02-25,Patna,12
2019-02-25,Surat,89
2019-02-26,Ahmedabad,189
2019-02-26,Bhopal,180
2019-02-26,"Delhi NCR",2070
2019-02-26,Hyderabad,1
2019-02-26,Kochi,92
2019-02-26,Mumbai,125
2019-02-26,Nagpur,161
2019-02-27,Ahmedabad,350
2019-02-27,Bhopal,49
2019-02-27,"Delhi NCR",933
2019-02-27,Kanpur,84
2019-02-27,Kochi,85
2019-02-27,Lucknow,85
2019-02-27,Mumbai,113
2019-02-27,Nagpur,466
2019-02-28,Ahmedabad,163
2019-02-28,Bhopal,115
2019-02-28,Chennai,40
2019-02-28,"Delhi NCR",598
2019-02-28,Hyderabad,78
2019-02-28,Kanpur,16
2019-02-28,Kochi,64
2019-02-28,Mumbai,164
2019-02-28,Nagpur,106
2019-02-28,Patna,8
2019-03-01,Ahmedabad,277
2019-03-01,Bhopal,85
2019-03-01,Chennai,195
2019-03-01,"Delhi NCR",2281
2019-03-01,Hyderabad,67
2019-03-01,Kanpur,28
2019-03-01,Kochi,240
2019-03-01,Mumbai,242
2019-03-01,Nagpur,230
2019-03-02,"Delhi NCR",7
2019-03-04,Ahmedabad,107
2019-03-04,Bhopal,11
2019-03-04,"Delhi NCR",828
2019-03-04,Hyderabad,1
2019-03-04,Kanpur,103
2019-03-04,Kochi,43
2019-03-04,Mumbai,90
2019-03-04,Nagpur,161
2019-03-04,Patna,43
2019-03-05,Ahmedabad,103
2019-03-05,Bhopal,75
2019-03-05,"Delhi NCR",1685
2019-03-05,Kochi,536
2019-03-05,Mumbai,381
2019-03-05,Nagpur,350
2019-03-06,Ahmedabad,292
2019-03-06,Bhopal,94
2019-03-06,Bhubaneshwar,395
2019-03-06,"Delhi NCR",1245
2019-03-06,Hyderabad,51
2019-03-06,Kanpur,35
2019-03-06,Kochi,221
2019-03-06,Mumbai,301
2019-03-06,Nagpur,665
2019-03-06,Patna,8
2019-03-07,Ahmedabad,211
2019-03-07,Bhopal,78
2019-03-07,"Delhi NCR",855
2019-03-07,Hyderabad,16
2019-03-07,Kochi,1151
2019-03-07,Mumbai,759
2019-03-07,Nagpur,344
2019-03-08,Ahmedabad,448
2019-03-08,Bhopal,76
2019-03-08,"Delhi NCR",583
2019-03-08,Hyderabad,44
2019-03-08,Kanpur,21
2019-03-08,Kochi,364
2019-03-08,Mumbai,168
2019-03-08,Nagpur,828
2019-03-11,Ahmedabad,1747
2019-03-11,Bhopal,8
2019-03-11,"Delhi NCR",950
2019-03-11,Hyderabad,1
2019-03-11,Kochi,42
2019-03-11,Mumbai,26
2019-03-11,Nagpur,92
2019-03-11,Patna,8
2019-03-12,Ahmedabad,264
2019-03-12,Bhopal,490
2019-03-12,"Delhi NCR",2040
2019-03-12,Kochi,53
2019-03-12,Mumbai,545
2019-03-12,Nagpur,220
2019-03-12,Surat,49
2019-03-13,Ahmedabad,388
2019-03-13,Bhopal,95
2019-03-13,"Delhi NCR",964
2019-03-13,Kanpur,56
2019-03-13,Kochi,52
2019-03-13,Mumbai,2112
2019-03-13,Nagpur,281
2019-03-14,Ahmedabad,523
2019-03-14,Bhopal,79
2019-03-14,Chennai,616
2019-03-14,"Delhi NCR",639
2019-03-14,Hyderabad,201
2019-03-14,Kanpur,26
2019-03-14,Kochi,81
2019-03-14,Mumbai,476
2019-03-14,Nagpur,109
2019-03-14,Patna,5
2019-03-15,Ahmedabad,401
2019-03-15,Bhopal,453
2019-03-15,"Delhi NCR",2364
2019-03-15,Hyderabad,105
2019-03-15,Kanpur,28
2019-03-15,Kochi,35
2019-03-15,Mumbai,290
2019-03-15,Nagpur,67
2019-03-18,Ahmedabad,155
2019-03-18,Bhopal,13
2019-03-18,"Delhi NCR",1318
2019-03-18,Hyderabad,1
2019-03-18,Kochi,32
2019-03-18,Mumbai,380
2019-03-18,Nagpur,138
2019-03-18,Patna,87
2019-03-19,Ahmedabad,114
2019-03-19,Bhopal,977
2019-03-19,"Delhi NCR",1760
2019-03-19,Hyderabad,4
2019-03-19,Kochi,201
2019-03-19,Mumbai,381
2019-03-19,Nagpur,576
2019-03-20,Ahmedabad,229
2019-03-20,Bhopal,101
2019-03-20,"Delhi NCR",997
2019-03-20,Hyderabad,1
2019-03-20,Kanpur,18
2019-03-20,Kochi,147
2019-03-20,Mumbai,291
2019-03-20,Nagpur,172
2019-03-20,Patna,1
2019-03-21,Ahmedabad,517
2019-03-21,Bhopal,96
2019-03-21,Chennai,445
2019-03-21,"Delhi NCR",2107
2019-03-21,Hyderabad,11
2019-03-21,Kanpur,32
2019-03-21,Kochi,84
2019-03-21,Lucknow,197
2019-03-21,Mumbai,242
2019-03-21,Nagpur,262
2019-03-22,Ahmedabad,555
2019-03-22,Bhopal,51
2019-03-22,"Delhi NCR",1090
2019-03-22,Hyderabad,26
2019-03-22,Kanpur,27
2019-03-22,Kochi,803
2019-03-22,Mumbai,136
2019-03-22,Nagpur,226
2019-03-25,Ahmedabad,138
2019-03-25,Bhopal,88
2019-03-25,Bhubaneshwar,2226
2019-03-25,"Delhi NCR",1081
2019-03-25,Hyderabad,1
2019-03-25,Kochi,764
2019-03-25,Mumbai,238
2019-03-25,Nagpur,74
2019-03-26,Ahmedabad,175
2019-03-26,Bhopal,62
2019-03-26,"Delhi NCR",1433
2019-03-26,Hyderabad,1
2019-03-26,Kochi,19
2019-03-26,Mumbai,204
2019-03-26,Nagpur,342
2019-03-26,Surat,356
2019-03-27,Ahmedabad,220
2019-03-27,Bhopal,150
2019-03-27,"Delhi NCR",1403
2019-03-27,Hyderabad,32
2019-03-27,Kanpur,10
2019-03-27,Kochi,90
2019-03-27,Mumbai,375
2019-03-27,Nagpur,335
2019-03-28,Ahmedabad,268
2019-03-28,Bhopal,367
2019-03-28,Chennai,47
2019-03-28,"Delhi NCR",726
2019-03-28,Hyderabad,119
2019-03-28,Kochi,193
2019-03-28,Mumbai,174
2019-03-28,Nagpur,80
2019-03-29,Ahmedabad,249
2019-03-29,Bhopal,204
2019-03-29,Chennai,149
2019-03-29,"Delhi NCR",4273
2019-03-29,Hyderabad,158
2019-03-29,Kanpur,30
2019-03-29,Kochi,120
2019-03-29,Mumbai,527
2019-03-29,Nagpur,1066
2019-03-30,Mumbai,435
2019-04-01,Ahmedabad,164
2019-04-01,Bhopal,13
2019-04-01,"Delhi NCR",353
2019-04-01,Hyderabad,10
2019-04-01,Kochi,1820
2019-04-01,Mumbai,406
2019-04-01,Nagpur,203
2019-04-01,Patna,23
2019-04-02,Ahmedabad,48
2019-04-02,Bhopal,74
2019-04-02,"Delhi NCR",1168
2019-04-02,Kanpur,58
2019-04-02,Kochi,16
2019-04-02,Mumbai,854
2019-04-02,Nagpur,254
2019-04-03,Ahmedabad,129
2019-04-03,Bhopal,92
2019-04-03,"Delhi NCR",1166
2019-04-03,Hyderabad,2
2019-04-03,Kanpur,71
2019-04-03,Kochi,716
2019-04-03,Mumbai,579
2019-04-03,Nagpur,1628
2019-04-03,Patna,69
2019-04-04,Ahmedabad,482
2019-04-04,Bhopal,127
2019-04-04,"Delhi NCR",2523
2019-04-04,Hyderabad,4
2019-04-04,Kochi,320
2019-04-04,Mumbai,684
2019-04-04,Nagpur,1864
2019-04-05,Ahmedabad,637
2019-04-05,Bhopal,104
2019-04-05,"Delhi NCR",615
2019-04-05,Hyderabad,63
2019-04-05,Kanpur,27
2019-04-05,Kochi,590
2019-04-05,Mumbai,311
2019-04-05,Nagpur,703
2019-04-08,Ahmedabad,115
2019-04-08,Bhopal,37
2019-04-08,"Delhi NCR",777
2019-04-08,Hyderabad,8
2019-04-08,Kochi,49
2019-04-08,Mumbai,79
2019-04-08,Nagpur,492
2019-04-08,Patna,47
2019-04-09,Ahmedabad,75
2019-04-09,Bhopal,92
2019-04-09,"Delhi NCR",1558
2019-04-09,Hyderabad,2
2019-04-09,Kochi,158
2019-04-09,Mumbai,168
2019-04-09,Nagpur,469
2019-04-10,Ahmedabad,425
2019-04-10,Bhopal,203
2019-04-10,Chennai,326
2019-04-10,"Delhi NCR",1690
2019-04-10,Hyderabad,5
2019-04-10,Kanpur,41
2019-04-10,Kochi,19
2019-04-10,Mumbai,51
2019-04-10,Nagpur,102
2019-04-10,Surat,459
2019-04-11,Ahmedabad,374
2019-04-11,Bhopal,254
2019-04-11,Chennai,387
2019-04-11,"Delhi NCR",675
2019-04-11,Hyderabad,37
2019-04-11,Kochi,96
2019-04-11,Mumbai,332
2019-04-11,Nagpur,261
2019-04-11,Patna,1
2019-04-12,Ahmedabad,228
2019-04-12,Bhopal,138
2019-04-12,"Delhi NCR",2541
2019-04-12,Hyderabad,56
2019-04-12,Kanpur,38
2019-04-12,Kochi,87
2019-04-12,Mumbai,221
2019-04-12,Nagpur,978
2019-04-15,Ahmedabad,153
2019-04-15,Bhopal,612
2019-04-15,Chennai,366
2019-04-15,"Delhi NCR",2627
2019-04-15,Hyderabad,22
2019-04-15,Kochi,126
2019-04-15,Mumbai,135
2019-04-15,Nagpur,326
2019-04-15,Patna,98
2019-04-16,Ahmedabad,159
2019-04-16,Bhopal,1322
2019-04-16,"Delhi NCR",1372
2019-04-16,Hyderabad,56
2019-04-16,Kochi,65
2019-04-16,Mumbai,494
2019-04-16,Nagpur,166
2019-04-17,Ahmedabad,356
2019-04-17,Bhopal,112
2019-04-17,"Delhi NCR",1172
2019-04-17,Hyderabad,2
2019-04-17,Kanpur,86
2019-04-17,Kochi,70
2019-04-17,Mumbai,204
2019-04-17,Nagpur,332
2019-04-18,Ahmedabad,343
2019-04-18,Bhopal,56
2019-04-18,Chennai,222
2019-04-18,"Delhi NCR",1072
2019-04-18,Hyderabad,8
2019-04-18,Kanpur,24
2019-04-18,Kochi,103
2019-04-18,Mumbai,437
2019-04-18,Nagpur,185
2019-04-19,Ahmedabad,215
2019-04-19,"Delhi NCR",17
2019-04-19,Hyderabad,61
2019-04-19,Nagpur,304
2019-04-20,Ahmedabad,2
2019-04-22,Bhopal,40
2019-04-22,"Delhi NCR",10
2019-04-22,Mumbai,24
2019-04-22,Nagpur,1
2019-04-22,Surat,240
2019-04-23,Ahmedabad,1153
2019-04-23,Bhopal,92
2019-04-23,Chennai,53
2019-04-23,"Delhi NCR",2465
2019-04-23,Kochi,187
2019-04-23,Mumbai,11
2019-04-23,Nagpur,75
2019-04-23,Surat,9
2019-04-24,Ahmedabad,307
2019-04-24,Bhopal,163
2019-04-24,"Delhi NCR",1300
2019-04-24,Hyderabad,304
2019-04-24,Kochi,122
2019-04-24,Mumbai,311
2019-04-24,Nagpur,584
2019-04-24,Patna,7
2019-04-25,Ahmedabad,263
2019-04-25,Bhopal,73
2019-04-25,"Delhi NCR",1634
2019-04-25,Hyderabad,6
2019-04-25,Kanpur,43
2019-04-25,Kochi,53
2019-04-25,Lucknow,120
2019-04-25,Mumbai,202
2019-04-26,Ahmedabad,286
2019-04-26,Bhopal,62
2019-04-26,Chennai,268
2019-04-26,"Delhi NCR",1647
2019-04-26,Hyderabad,31
2019-04-26,Kanpur,23
2019-04-26,Kochi,195
2019-04-26,Mumbai,613
2019-04-26,Nagpur,493
2019-04-29,Ahmedabad,191
2019-04-29,Bhopal,30
2019-04-29,"Delhi NCR",415
2019-04-29,Hyderabad,39
2019-04-29,Kochi,300
2019-04-29,Mumbai,379
2019-04-29,Nagpur,112
2019-04-30,Ahmedabad,211
2019-04-30,Bhopal,421
2019-04-30,"Delhi NCR",2264
2019-04-30,Hyderabad,5
2019-04-30,Kochi,2258
2019-04-30,Mumbai,177
2019-04-30,Nagpur,264
2019-05-01,Mumbai,41
2019-05-01,Nagpur,1
2019-05-02,Ahmedabad,464
2019-05-02,Bhopal,64
2019-05-02,"Delhi NCR",1012
2019-05-02,Hyderabad,2
2019-05-02,Kanpur,23
2019-05-02,Kochi,355
2019-05-02,Mumbai,108
2019-05-02,Nagpur,282
2019-05-03,Ahmedabad,366
2019-05-03,Bhopal,146
2019-05-03,Bhubaneshwar,609
2019-05-03,"Delhi NCR",1068
2019-05-03,Kanpur,31
2019-05-03,Kochi,203
2019-05-03,Mumbai,345
2019-05-03,Nagpur,654
2019-05-05,"Delhi NCR",3
2019-05-06,Ahmedabad,688
2019-05-06,Bhopal,11
2019-05-06,"Delhi NCR",979
2019-05-06,Hyderabad,50
2019-05-06,Kochi,364
2019-05-06,Nagpur,317
2019-05-06,Patna,3
2019-05-07,Ahmedabad,177
2019-05-07,Bhopal,50
2019-05-07,"Delhi NCR",1788
2019-05-07,Kochi,31
2019-05-07,Mumbai,357
2019-05-07,Nagpur,405
2019-05-08,Ahmedabad,4
2019-05-08,Bhopal,58
2019-05-08,"Delhi NCR",1069
2019-05-08,Hyderabad,7
2019-05-08,Kanpur,182
2019-05-08,Kochi,21
2019-05-08,Mumbai,582
2019-05-08,Nagpur,492
2019-05-09,Ahmedabad,350
2019-05-09,Bhopal,43
2019-05-09,"Delhi NCR",1226
2019-05-09,Hyderabad,1
2019-05-09,Kochi,175
2019-05-09,Mumbai,1240
2019-05-09,Nagpur,181
2019-05-10,Ahmedabad,364
2019-05-10,Bhopal,84
2019-05-10,"Delhi NCR",1385
2019-05-10,Hyderabad,62
2019-05-10,Kanpur,33
2019-05-10,Kochi,229
2019-05-10,Mumbai,292
2019-05-10,Nagpur,344
2019-05-11,Ahmedabad,2
2019-05-12,Nagpur,6
2019-05-13,Ahmedabad,245
2019-05-13,Bhopal,133
2019-05-13,Chennai,494
2019-05-13,"Delhi NCR",1521
2019-05-13,Hyderabad,19
2019-05-13,Mumbai,193
2019-05-13,Nagpur,204
2019-05-13,Surat,629
2019-05-14,Ahmedabad,93
2019-05-14,Bhopal,477
2019-05-14,"Delhi NCR",808
2019-05-14,Hyderabad,1
2019-05-14,Kochi,101
2019-05-14,Mumbai,567
2019-05-14,Nagpur,63
2019-05-14,Patna,20
2019-05-15,Ahmedabad,185
2019-05-15,Bhopal,85
2019-05-15,"Delhi NCR",2021
2019-05-15,Hyderabad,8
2019-05-15,Kanpur,74
2019-05-15,Kochi,539
2019-05-15,Mumbai,191
2019-05-15,Nagpur,153
2019-05-15,Patna,3
2019-05-16,Ahmedabad,411
2019-05-16,Bhopal,63
2019-05-16,Chennai,6
2019-05-16,"Delhi NCR",374
2019-05-16,Hyderabad,18
2019-05-16,Kochi,4729
2019-05-16,Mumbai,205
2019-05-16,Nagpur,220
2019-05-16,Patna,13
2019-05-17,Ahmedabad,268
2019-05-17,Bhopal,42
2019-05-17,"Delhi NCR",806
2019-05-17,Hyderabad,12
2019-05-17,Kanpur,31
2019-05-17,Kochi,10
2019-05-17,Mumbai,211
2019-05-17,Nagpur,187
2019-05-18,Mumbai,290
2019-05-20,Ahmedabad,320
2019-05-20,Bhopal,53
2019-05-20,"Delhi NCR",576
2019-05-20,Hyderabad,9
2019-05-20,Kochi,17
2019-05-20,Mumbai,192
2019-05-20,Nagpur,187
2019-05-21,Ahmedabad,59
2019-05-21,Bhopal,106
2019-05-21,"Delhi NCR",3095
2019-05-21,Hyderabad,8
2019-05-21,Kochi,87
2019-05-21,Mumbai,761
2019-05-21,Nagpur,222
2019-05-22,Ahmedabad,250
2019-05-22,Bhopal,121
2019-05-22,"Delhi NCR",1019
2019-05-22,Hyderabad,1
2019-05-22,Kanpur,23
2019-05-22,Kochi,108
2019-05-22,Mumbai,495
2019-05-22,Nagpur,359
2019-05-23,Ahmedabad,409
2019-05-23,Bhopal,42
2019-05-23,"Delhi NCR",1666
2019-05-23,Hyderabad,20
2019-05-23,Kanpur,8
2019-05-23,Kochi,1646
2019-05-23,Mumbai,1067
2019-05-23,Nagpur,404
2019-05-23,Patna,5
2019-05-24,Ahmedabad,210
2019-05-24,Bhopal,74
2019-05-24,"Delhi NCR",1314
2019-05-24,Hyderabad,120
2019-05-24,Kanpur,30
2019-05-24,Kochi,192
2019-05-24,Mumbai,417
2019-05-24,Nagpur,628
2019-05-24,Patna,55
2019-05-27,Ahmedabad,147
2019-05-27,Bhopal,266
2019-05-27,"Delhi NCR",1334
2019-05-27,Hyderabad,44
2019-05-27,Kochi,32
2019-05-27,Mumbai,3
2019-05-27,Nagpur,209
2019-05-28,Ahmedabad,221
2019-05-28,Bhopal,2015
2019-05-28,Chennai,141
2019-05-28,"Delhi NCR",743
2019-05-28,Hyderabad,3
2019-05-28,Kochi,171
2019-05-28,Mumbai,136
2019-05-28,Nagpur,99
2019-05-28,Patna,36
2019-05-28,Surat,397
2019-05-29,Ahmedabad,577
2019-05-29,Bhopal,79
2019-05-29,Chennai,47
2019-05-29,"Delhi NCR",1918
2019-05-29,Hyderabad,39
2019-05-29,Kanpur,75
2019-05-29,Kochi,404
2019-05-29,Lucknow,140
2019-05-29,Mumbai,679
2019-05-29,Nagpur,135
2019-05-30,Bhopal,177
2019-05-30,Hyderabad,21
2019-05-30,Kochi,923
